overall_rating,pros_sentiment,cons_sentiment,pros_sentiment_score,cons_sentiment_score,overall_sentiment
4,Positive,Negative,0.7964,-0.2182,Positive
4,Positive,Positive,0.7351,0.5574,Positive
5,Positive,Positive,0.7717,0.4215,Positive
1,Positive,Negative,0.2975,-0.9489,Negative
3,Positive,Negative,0.4404,-0.4767,Negative
4,Positive,Negative,0.9728,-0.765,Positive
5,Positive,Negative,0.7351,-0.296,Positive
5,Positive,Negative,0.802,-0.4404,Positive
2,Positive,Negative,0.8072,-0.6786,Positive
4,Positive,Positive,0.8402,0.2023,Positive
2,Positive,Negative,0.8852,-0.296,Positive
4,Positive,Positive,0.6249,0.4404,Positive
4,Positive,Negative,0.4927,-0.4019,Positive
4,Positive,Negative,0.8883,-0.296,Positive
3,Positive,Negative,0.6969,-0.4188,Positive
4,Positive,Positive,0.8126,0.2732,Positive
4,Positive,Positive,0.5106,0.1154,Positive
4,Positive,Negative,0.5423,-0.5267,Neutral
2,Negative,Positive,-0.296,0.538,Positive
4,Positive,Positive,0.886,0.5785,Positive
5,Positive,Negative,0.4767,-0.6124,Positive
5,Positive,Negative,0.2263,-0.0772,Positive
2,Positive,Neutral,0.5423,0.0,Positive
4,Positive,Neutral,0.6908,0.0,Positive
4,Positive,Neutral,0.5719,0.0,Positive
3,Positive,Negative,0.6249,-0.2023,Positive
4,Positive,Negative,0.6369,-0.2732,Positive
4,Positive,Positive,0.3818,0.3818,Positive
5,Positive,Negative,0.7184,-0.3818,Positive
3,Positive,Negative,0.3818,-0.5423,Negative
3,Positive,Positive,0.5859,0.6124,Positive
5,Negative,Positive,-0.6908,0.1012,Negative
5,Positive,Neutral,0.6249,0.0,Positive
1,Positive,Negative,0.5267,-0.9116,Negative
5,Positive,Neutral,0.9559,0.0,Positive
5,Positive,Neutral,0.5106,0.0,Positive
4,Positive,Negative,0.8481,-0.4738,Positive
5,Positive,Positive,0.954,0.4389,Positive
3,Positive,Negative,0.4588,-0.3612,Positive
3,Positive,Negative,0.2944,-0.357,Negative
4,Positive,Positive,0.4767,0.1027,Positive
3,Positive,Negative,0.6597,-0.6674,Positive
3,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Positive,0.915,0.5729,Positive
3,Positive,Negative,0.9371,-0.3612,Positive
2,Positive,Neutral,0.902,0.0,Positive
5,Neutral,Neutral,0.0,0.0,Positive
2,Positive,Positive,0.5413,0.3096,Positive
4,Positive,Negative,0.4404,-0.3182,Positive
3,Positive,Neutral,0.4215,0.0,Positive
1,Positive,Negative,0.886,-0.4404,Positive
5,Positive,Positive,0.9536,0.4927,Positive
5,Positive,Negative,0.9517,-0.5423,Positive
3,Positive,Negative,0.2382,-0.7212,Negative
3,Positive,Positive,0.9716,0.4404,Positive
1,Positive,Positive,0.7003,0.7129,Positive
5,Positive,Neutral,0.4927,0.0,Positive
1,Positive,Negative,0.8826,-0.5472,Positive
1,Negative,Negative,-0.2732,-0.6151,Negative
5,Positive,Negative,0.6801,-0.0772,Positive
5,Positive,Neutral,0.6249,0.0,Positive
2,Positive,Positive,0.8126,0.1285,Positive
5,Positive,Positive,0.8801,0.4404,Positive
2,Positive,Negative,0.7269,-0.128,Positive
3,Neutral,Negative,0.0,-0.0754,Positive
5,Positive,Negative,0.7717,-0.1027,Positive
4,Positive,Neutral,0.2263,0.0,Positive
3,Positive,Negative,0.6908,-0.6597,Positive
4,Neutral,Negative,0.0,-0.3415,Negative
1,Neutral,Positive,0.0,0.296,Positive
1,Positive,Negative,0.6124,-0.34,Positive
4,Positive,Negative,0.9042,-0.3875,Positive
5,Positive,Positive,0.8519,0.3612,Positive
5,Positive,Positive,0.4404,0.1027,Positive
4,Positive,Negative,0.5859,-0.2247,Positive
5,Positive,Neutral,0.3818,0.0,Positive
5,Positive,Positive,0.4588,0.6249,Positive
4,Positive,Negative,0.3818,-0.3182,Positive
4,Neutral,Negative,0.0,-0.296,Positive
3,Positive,Negative,0.6597,-0.6621,Neutral
4,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Positive,0.4404,0.6565,Positive
4,Positive,Positive,0.8481,0.4215,Positive
5,Positive,Positive,0.9153,0.5423,Positive
4,Positive,Negative,0.7096,-0.5423,Positive
5,Positive,Positive,0.946,0.2732,Positive
1,Neutral,Neutral,0.0,0.0,Negative
5,Positive,Neutral,0.5106,0.0,Positive
3,Positive,Negative,0.5267,-0.2263,Positive
2,Positive,Positive,0.8225,0.4215,Positive
4,Positive,Positive,0.9274,0.4404,Positive
4,Positive,Negative,0.8957,-0.6249,Positive
4,Positive,Negative,0.9442,-0.7687,Positive
4,Positive,Neutral,0.9217,0.0,Positive
3,Positive,Negative,0.6249,-0.8176,Negative
4,Positive,Positive,0.93,0.6369,Positive
5,Positive,Positive,0.891,0.865,Positive
4,Positive,Positive,0.788,0.5729,Positive
1,Positive,Negative,0.4588,-0.5659,Negative
3,Positive,Neutral,0.3182,0.0,Positive
3,Negative,Positive,-0.4404,0.3612,Positive
1,Positive,Negative,0.8658,-0.9136,Negative
4,Neutral,Negative,0.0,-0.4168,Negative
4,Positive,Negative,0.34,-0.3182,Neutral
2,Positive,Positive,0.6249,0.6808,Positive
5,Positive,Positive,0.9216,0.7506,Positive
3,Positive,Negative,0.8481,-0.34,Positive
5,Positive,Neutral,0.3818,0.0,Positive
3,Positive,Negative,0.7845,-0.7335,Positive
3,Positive,Negative,0.3612,-0.6369,Negative
1,Positive,Positive,0.6597,0.1531,Positive
3,Positive,Positive,0.5267,0.7269,Positive
4,Positive,Negative,0.9382,-0.5499,Positive
5,Positive,Negative,0.8439,-0.296,Positive
1,Positive,Positive,0.4404,0.9853,Positive
3,Positive,Positive,0.2263,0.1461,Positive
5,Positive,Positive,0.8689,0.2263,Positive
5,Positive,Neutral,0.8885,0.0,Positive
5,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Positive,0.8882,0.7086,Positive
3,Positive,Negative,0.7783,-0.5081,Negative
3,Positive,Negative,0.9536,-0.128,Positive
5,Positive,Positive,0.9601,0.7096,Positive
5,Positive,Neutral,0.7501,0.0,Positive
5,Positive,Neutral,0.9254,0.0,Positive
1,Negative,Positive,-0.792,0.4404,Negative
4,Positive,Neutral,0.8439,0.0,Positive
4,Positive,Positive,0.7906,0.8271,Positive
3,Positive,Positive,0.9784,0.4997,Positive
5,Positive,Positive,0.9423,0.9526,Positive
3,Positive,Negative,0.4019,-0.4828,Negative
3,Negative,Positive,-0.5423,0.7096,Positive
5,Positive,Neutral,0.1027,0.0,Positive
3,Positive,Negative,0.5859,-0.1351,Positive
2,Negative,Negative,-0.079,-0.3182,Negative
5,Positive,Positive,0.7184,0.4404,Positive
4,Neutral,Neutral,0.0,0.0,Negative
4,Positive,Positive,0.886,0.4927,Positive
5,Positive,Positive,0.9001,0.296,Positive
5,Neutral,Negative,0.0,-0.3612,Positive
4,Positive,Negative,0.3818,-0.233,Positive
4,Positive,Positive,0.7717,0.2263,Positive
4,Positive,Positive,0.9839,0.5093,Positive
4,Positive,Negative,0.6705,-0.296,Positive
5,Positive,Positive,0.891,0.7783,Positive
3,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Positive,0.9704,0.2048,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Neutral,Neutral,0.0,0.0,Positive
2,Positive,Positive,0.296,0.6486,Positive
4,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Neutral,0.91,0.0,Positive
4,Neutral,Negative,0.0,-0.296,Negative
4,Positive,Negative,0.4404,-0.5563,Negative
5,Positive,Positive,0.8439,0.2575,Positive
4,Positive,Negative,0.2235,-0.4053,Neutral
5,Positive,Neutral,0.7269,0.0,Positive
4,Positive,Neutral,0.8402,0.0,Positive
1,Negative,Negative,-0.357,-0.8873,Negative
4,Positive,Neutral,0.8689,0.0,Positive
5,Neutral,Neutral,0.0,0.0,Positive
4,Positive,Negative,0.8885,-0.6597,Positive
1,Neutral,Negative,0.0,-0.872,Negative
5,Positive,Neutral,0.8271,0.0,Positive
2,Positive,Negative,0.4019,-0.2006,Negative
4,Positive,Negative,0.4404,-0.1513,Positive
5,Positive,Positive,0.4404,0.5423,Positive
3,Positive,Negative,0.7003,-0.4767,Positive
3,Neutral,Negative,0.0,-0.4364,Negative
3,Neutral,Negative,0.0,-0.34,Negative
5,Neutral,Neutral,0.0,0.0,Positive
2,Positive,Neutral,0.4404,0.0,Negative
4,Positive,Negative,0.6249,-0.464,Positive
2,Positive,Negative,0.9746,-0.8549,Positive
4,Positive,Negative,0.9042,-0.3612,Positive
4,Positive,Positive,0.8316,0.34,Positive
4,Positive,Negative,0.8442,-0.5859,Positive
4,Positive,Neutral,0.891,0.0,Positive
5,Positive,Negative,0.8514,-0.4449,Positive
5,Positive,Negative,0.9274,-0.2944,Positive
4,Positive,Neutral,0.9559,0.0,Positive
5,Positive,Negative,0.8402,-0.1027,Positive
3,Neutral,Positive,0.0,0.4019,Positive
5,Positive,Negative,0.9309,-0.34,Positive
5,Positive,Positive,0.6705,0.6249,Positive
5,Positive,Negative,0.6249,-0.3197,Positive
3,Positive,Negative,0.8858,-0.7645,Positive
5,Neutral,Negative,0.0,-0.296,Positive
4,Neutral,Neutral,0.0,-0.0018,Positive
4,Positive,Positive,0.9201,0.09,Positive
5,Positive,Positive,0.9412,0.7003,Positive
3,Positive,Positive,0.4404,0.3818,Positive
4,Positive,Negative,0.4404,-0.6688,Positive
2,Neutral,Negative,0.0,-0.3724,Negative
3,Positive,Neutral,0.3818,0.0,Positive
5,Positive,Neutral,0.8885,0.0,Positive
4,Positive,Negative,0.3167,-0.8193,Positive
4,Positive,Negative,0.7003,-0.524,Positive
3,Positive,Negative,0.5106,-0.1027,Positive
4,Positive,Negative,0.9022,-0.6278,Positive
3,Positive,Negative,0.8126,-0.765,Positive
3,Positive,Negative,0.7003,-0.5106,Positive
4,Positive,Neutral,0.296,-0.0191,Positive
1,Negative,Negative,-0.1027,-0.765,Negative
4,Positive,Neutral,0.6486,-0.0276,Positive
4,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Positive,0.8225,0.4019,Positive
3,Positive,Neutral,0.9022,0.0,Positive
3,Positive,Positive,0.9001,0.7096,Positive
4,Positive,Negative,0.936,-0.7414,Positive
5,Positive,Positive,0.9674,0.7096,Positive
1,Neutral,Negative,0.0,-0.965,Negative
4,Positive,Positive,0.4215,0.3182,Positive
3,Positive,Positive,0.9153,0.1548,Positive
3,Negative,Negative,-0.1779,-0.3818,Negative
5,Positive,Negative,0.6597,-0.5994,Positive
3,Positive,Positive,0.6705,0.1027,Positive
4,Positive,Negative,0.7906,-0.6259,Positive
4,Positive,Negative,0.7758,-0.5106,Positive
5,Positive,Neutral,0.5106,0.0,Positive
4,Positive,Neutral,0.9136,0.0,Positive
5,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Negative,0.3612,-0.8122,Negative
3,Positive,Positive,0.875,0.4404,Positive
4,Positive,Negative,0.8834,-0.3412,Positive
4,Positive,Negative,0.8271,-0.802,Positive
2,Positive,Negative,0.7717,-0.9272,Negative
1,Negative,Neutral,-0.3412,0.0,Negative
4,Positive,Neutral,0.8689,0.0,Positive
3,Neutral,Negative,0.0,-0.3182,Negative
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Neutral,0.8625,0.0,Positive
5,Positive,Positive,0.6239,0.4019,Positive
2,Neutral,Negative,0.0,-0.571,Negative
5,Positive,Negative,0.4588,-0.6115,Positive
2,Positive,Positive,0.8625,0.5994,Positive
4,Positive,Positive,0.9633,0.7003,Positive
4,Positive,Positive,0.9511,0.1181,Positive
4,Positive,Negative,0.8074,-0.296,Positive
3,Positive,Negative,0.4404,-0.357,Positive
3,Positive,Negative,0.6369,-0.296,Positive
5,Positive,Negative,0.7906,-0.7184,Negative
4,Positive,Negative,0.1531,-0.3612,Negative
4,Positive,Positive,0.8684,0.1531,Positive
4,Positive,Positive,0.6705,0.105,Positive
4,Positive,Negative,0.872,-0.3412,Positive
3,Positive,Negative,0.7184,-0.2753,Positive
3,Positive,Negative,0.7717,-0.5233,Positive
1,Positive,Neutral,0.6486,-0.0392,Positive
4,Positive,Negative,0.9298,-0.128,Positive
5,Positive,Positive,0.8294,0.3818,Positive
4,Positive,Negative,0.9837,-0.8876,Positive
5,Positive,Neutral,0.8481,0.0,Positive
5,Positive,Negative,0.4404,-0.3182,Positive
4,Negative,Positive,-0.5096,0.4336,Positive
2,Neutral,Negative,0.0,-0.6249,Negative
4,Positive,Negative,0.3818,-0.2732,Positive
3,Positive,Neutral,0.7783,0.0,Positive
5,Positive,Positive,0.9355,0.4902,Positive
4,Positive,Negative,0.8126,-0.1027,Positive
4,Positive,Neutral,0.8508,-0.0191,Positive
4,Positive,Neutral,0.7906,0.0,Positive
3,Positive,Positive,0.9231,0.6808,Positive
5,Positive,Neutral,0.3818,0.0,Positive
5,Positive,Neutral,0.6249,0.0,Positive
4,Positive,Negative,0.8126,-0.4019,Positive
5,Positive,Positive,0.9216,0.1027,Positive
3,Positive,Negative,0.7269,-0.6535,Negative
5,Positive,Negative,0.9213,-0.5106,Positive
3,Positive,Neutral,0.7184,0.0,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Positive,0.875,0.1348,Positive
5,Positive,Negative,0.6249,-0.5563,Positive
4,Positive,Negative,0.4404,-0.3865,Positive
4,Positive,Positive,0.8402,0.6074,Positive
1,Neutral,Negative,0.0,-0.5709,Positive
5,Positive,Positive,0.926,0.6369,Positive
5,Positive,Positive,0.9601,0.2846,Positive
4,Positive,Positive,0.8074,0.0936,Positive
4,Positive,Neutral,0.7841,-0.0258,Positive
4,Neutral,Positive,0.0,0.0516,Positive
5,Positive,Negative,0.3818,-0.296,Positive
4,Positive,Negative,0.8622,-0.8623,Negative
1,Neutral,Negative,0.0,-0.8232,Negative
2,Positive,Negative,0.3612,-0.6511,Negative
4,Positive,Negative,0.9062,-0.0772,Positive
3,Positive,Negative,0.3818,-0.5409,Negative
4,Positive,Neutral,0.3818,0.0,Positive
3,Positive,Positive,0.7003,0.2927,Positive
4,Positive,Negative,0.8807,-0.5875,Positive
1,Positive,Negative,0.4417,-0.6836,Negative
3,Positive,Negative,0.6369,-0.296,Positive
3,Positive,Positive,0.9655,0.5193,Positive
4,Positive,Positive,0.9062,0.4019,Positive
3,Positive,Positive,0.5267,0.0772,Positive
5,Positive,Positive,0.8012,0.5719,Positive
1,Positive,Negative,0.7269,-0.4767,Positive
3,Negative,Negative,-0.1027,-0.5216,Negative
4,Positive,Negative,0.8625,-0.3612,Positive
4,Positive,Negative,0.8737,-0.2273,Positive
4,Neutral,Negative,0.0,-0.5423,Negative
5,Positive,Neutral,0.8979,0.0,Positive
4,Positive,Positive,0.7003,0.2732,Positive
3,Positive,Neutral,0.8625,0.0,Positive
1,Positive,Neutral,0.5574,0.0,Neutral
4,Neutral,Positive,0.0,0.3182,Positive
4,Positive,Neutral,0.6249,0.0,Positive
2,Positive,Negative,0.4019,-0.6908,Negative
5,Positive,Negative,0.6249,-0.1088,Positive
5,Positive,Neutral,0.836,0.0,Positive
3,Positive,Negative,0.9131,-0.2716,Positive
4,Positive,Negative,0.34,-0.5106,Positive
4,Positive,Negative,0.2263,-0.2584,Neutral
5,Positive,Neutral,0.4404,0.0,Positive
5,Positive,Negative,0.6249,-0.2263,Positive
3,Positive,Negative,0.9001,-0.2987,Positive
4,Positive,Positive,0.6124,0.2467,Positive
5,Positive,Neutral,0.9287,0.0,Positive
5,Neutral,Positive,0.0,0.4939,Positive
1,Negative,Negative,-0.1695,-0.8885,Negative
5,Positive,Positive,0.9578,0.1154,Positive
5,Positive,Positive,0.8481,0.4404,Positive
4,Positive,Positive,0.4939,0.1144,Positive
2,Positive,Positive,0.6908,0.3612,Positive
5,Positive,Positive,0.9186,0.743,Positive
5,Positive,Neutral,0.4215,0.0,Positive
5,Positive,Negative,0.7708,-0.7579,Positive
4,Positive,Negative,0.6705,-0.5267,Positive
4,Positive,Positive,0.8519,0.2263,Positive
4,Positive,Negative,0.8591,-0.1027,Positive
4,Positive,Positive,0.9485,0.25,Positive
5,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.4927,-0.2263,Positive
4,Positive,Negative,0.6369,-0.7835,Positive
4,Positive,Positive,0.7506,0.431,Positive
5,Positive,Neutral,0.2263,0.0,Positive
3,Positive,Negative,0.765,-0.5719,Positive
5,Neutral,Negative,0.0,-0.2732,Positive
5,Positive,Neutral,0.8225,0.0,Positive
3,Positive,Negative,0.2263,-0.5106,Negative
4,Positive,Neutral,0.872,0.0,Positive
4,Positive,Negative,0.6249,-0.4019,Positive
3,Positive,Positive,0.8508,0.6249,Positive
4,Positive,Neutral,0.4215,0.0,Positive
5,Positive,Positive,0.8968,0.4939,Positive
4,Positive,Negative,0.7717,-0.6711,Positive
5,Positive,Negative,0.5423,-0.296,Positive
3,Positive,Negative,0.8481,-0.1415,Positive
3,Positive,Neutral,0.7178,0.0,Positive
5,Positive,Negative,0.8519,-0.4767,Positive
3,Positive,Positive,0.3818,0.0772,Positive
4,Positive,Positive,0.807,0.5719,Positive
3,Positive,Positive,0.4019,0.3818,Positive
5,Positive,Negative,0.6249,-0.296,Positive
4,Positive,Negative,0.4404,-0.2263,Positive
3,Positive,Neutral,0.7783,0.0,Positive
5,Positive,Negative,0.1779,-0.5267,Negative
4,Neutral,Positive,0.0,0.4404,Positive
5,Positive,Negative,0.7579,-0.2924,Positive
3,Positive,Neutral,0.7783,0.0,Positive
4,Positive,Neutral,0.93,0.0,Positive
2,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Negative,0.836,-0.6249,Positive
4,Positive,Negative,0.4019,-0.4215,Neutral
4,Positive,Neutral,0.7269,0.0,Positive
4,Positive,Negative,0.9062,-0.2516,Positive
4,Positive,Positive,0.4404,0.3818,Positive
5,Positive,Neutral,0.836,0.0,Positive
4,Positive,Neutral,0.9022,0.0,Positive
3,Positive,Negative,0.6908,-0.5096,Negative
3,Negative,Neutral,-0.6597,0.0,Negative
2,Positive,Negative,0.4939,-0.6746,Negative
5,Positive,Positive,0.6249,0.6259,Positive
4,Positive,Negative,0.7096,-0.6369,Positive
5,Positive,Neutral,0.9062,0.0,Positive
4,Positive,Neutral,0.9712,0.0,Positive
3,Positive,Negative,0.6705,-0.4019,Positive
5,Positive,Positive,0.1531,0.836,Positive
3,Neutral,Negative,0.0,-0.2411,Negative
2,Positive,Neutral,0.8481,0.0,Positive
2,Positive,Negative,0.5423,-0.4322,Negative
5,Positive,Negative,0.6249,-0.571,Positive
5,Positive,Positive,0.802,0.5859,Positive
2,Neutral,Neutral,-0.0015,-0.0023,Negative
2,Positive,Negative,0.8481,-0.8807,Positive
4,Positive,Positive,0.8689,0.6249,Positive
4,Positive,Neutral,0.2732,0.0,Positive
4,Positive,Positive,0.765,0.4767,Positive
4,Positive,Neutral,0.6705,0.0,Positive
3,Positive,Negative,0.743,-0.5423,Negative
3,Positive,Negative,0.2263,-0.1027,Positive
3,Neutral,Negative,0.0,-0.4019,Negative
4,Positive,Positive,0.3818,0.562,Positive
3,Positive,Negative,0.7717,-0.1311,Positive
3,Positive,Negative,0.8481,-0.0772,Positive
3,Positive,Negative,0.9509,-0.4939,Positive
3,Positive,Neutral,0.8519,0.0,Positive
4,Positive,Negative,0.9451,-0.6059,Positive
4,Negative,Positive,-0.1232,0.3182,Positive
4,Positive,Negative,0.9216,-0.5216,Positive
5,Positive,Negative,0.891,-0.7587,Positive
5,Positive,Neutral,0.2263,0.0,Positive
5,Positive,Positive,0.8126,0.8225,Positive
2,Positive,Negative,0.8481,-0.5859,Positive
5,Positive,Positive,0.2235,0.3612,Positive
4,Positive,Positive,0.7496,0.4767,Positive
5,Positive,Negative,0.6597,-0.4471,Positive
3,Positive,Negative,0.6249,-0.7717,Negative
4,Positive,Negative,0.9371,-0.6454,Positive
5,Positive,Negative,0.4404,-0.296,Positive
3,Positive,Negative,0.4939,-0.4767,Positive
5,Positive,Positive,0.7906,0.0772,Positive
3,Positive,Negative,0.2263,-0.3182,Negative
4,Positive,Negative,0.6705,-0.2732,Positive
2,Positive,Neutral,0.7579,0.0,Positive
4,Positive,Positive,0.9628,0.0772,Positive
5,Positive,Positive,0.9371,0.6976,Positive
4,Positive,Neutral,0.9136,0.0,Positive
4,Positive,Negative,0.7717,-0.3875,Positive
5,Positive,Neutral,0.8927,0.0,Positive
4,Negative,Negative,-0.3182,-0.5859,Negative
5,Neutral,Positive,0.0,0.4404,Positive
5,Positive,Neutral,0.9146,0.0,Positive
3,Positive,Negative,0.7184,-0.5423,Positive
4,Positive,Negative,0.9152,-0.4629,Positive
4,Positive,Positive,0.875,0.1531,Positive
3,Positive,Positive,0.6486,0.4914,Positive
1,Positive,Positive,0.4404,0.7649,Positive
3,Positive,Negative,0.4939,-0.3261,Positive
4,Positive,Neutral,0.6486,0.0,Positive
3,Positive,Negative,0.7003,-0.1326,Positive
4,Positive,Neutral,0.4404,0.0,Positive
5,Positive,Neutral,0.34,0.0,Positive
3,Negative,Neutral,-0.25,0.0,Negative
5,Positive,Negative,0.4404,-0.5267,Positive
5,Positive,Neutral,0.8519,0.0,Positive
2,Positive,Negative,0.4404,-0.5719,Negative
4,Positive,Negative,0.7906,-0.5423,Positive
2,Positive,Positive,0.0772,0.7222,Positive
4,Positive,Negative,0.6369,-0.34,Positive
4,Positive,Negative,0.4404,-0.3412,Positive
4,Positive,Negative,0.2023,-0.3612,Negative
4,Positive,Positive,0.7717,0.128,Positive
2,Positive,Negative,0.4215,-0.5267,Positive
3,Positive,Positive,0.7269,0.1318,Positive
5,Positive,Positive,0.8126,0.3182,Positive
3,Positive,Negative,0.93,-0.3086,Positive
4,Positive,Negative,0.8402,-0.1531,Positive
4,Positive,Neutral,0.4767,0.0,Positive
3,Positive,Negative,0.7717,-0.631,Negative
5,Positive,Neutral,0.9674,0.0,Positive
4,Positive,Positive,0.8297,0.7625,Positive
3,Positive,Neutral,0.296,0.0,Positive
4,Positive,Positive,0.8519,0.4404,Positive
4,Positive,Positive,0.93,0.6187,Positive
4,Positive,Negative,0.9468,-0.4019,Positive
4,Positive,Negative,0.7096,-0.2235,Positive
1,Positive,Positive,0.7184,0.5413,Positive
4,Positive,Positive,0.7906,0.3612,Positive
1,Positive,Negative,0.1779,-0.9616,Negative
5,Positive,Negative,0.7003,-0.4767,Positive
1,Positive,Negative,0.6808,-0.4168,Positive
4,Positive,Neutral,0.5423,0.0,Positive
5,Positive,Negative,0.6249,-0.3612,Positive
5,Positive,Negative,0.7835,-0.7096,Negative
5,Positive,Neutral,0.8957,0.0,Positive
4,Positive,Neutral,0.743,0.0,Positive
5,Positive,Positive,0.4404,0.4404,Positive
4,Neutral,Negative,0.0,-0.6808,Positive
2,Positive,Negative,0.3612,-0.6534,Negative
5,Positive,Neutral,0.4404,0.0,Positive
5,Positive,Neutral,0.7717,0.0,Positive
4,Positive,Negative,0.6259,-0.4363,Positive
4,Positive,Positive,0.2732,0.34,Positive
5,Positive,Negative,0.9474,-0.3612,Positive
4,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Positive,0.431,0.6705,Positive
5,Positive,Neutral,0.9442,0.0,Positive
4,Positive,Positive,0.7506,0.3197,Positive
5,Positive,Positive,0.8782,0.6124,Positive
5,Neutral,Positive,0.0,0.5994,Positive
5,Positive,Positive,0.6808,0.6124,Positive
3,Positive,Negative,0.3818,-0.4767,Negative
4,Positive,Neutral,0.7845,0.0,Positive
5,Positive,Positive,0.9571,0.1531,Positive
2,Positive,Positive,0.926,0.2023,Positive
5,Positive,Neutral,0.6249,0.0,Positive
5,Positive,Positive,0.8885,0.4648,Positive
4,Positive,Negative,0.807,-0.8402,Negative
4,Positive,Positive,0.836,0.5423,Positive
5,Positive,Positive,0.8885,0.3382,Positive
5,Positive,Positive,0.4404,0.1063,Positive
5,Positive,Neutral,0.903,-0.0334,Positive
5,Neutral,Negative,0.0258,-0.2944,Negative
2,Positive,Negative,0.7688,-0.4588,Positive
5,Positive,Neutral,0.7579,0.0,Positive
3,Neutral,Positive,0.0,0.4404,Positive
4,Positive,Positive,0.8712,0.2382,Positive
5,Positive,Negative,0.9682,-0.2746,Positive
5,Positive,Negative,0.8591,-0.3612,Positive
3,Positive,Negative,0.6597,-0.4391,Positive
5,Positive,Negative,0.829,-0.3491,Positive
3,Neutral,Positive,0.0,0.3818,Positive
2,Positive,Negative,0.6249,-0.5916,Positive
4,Positive,Neutral,0.4215,0.0,Positive
3,Positive,Negative,0.9287,-0.7003,Positive
4,Positive,Negative,0.8402,-0.5267,Positive
2,Positive,Negative,0.6249,-0.9041,Negative
5,Positive,Positive,0.8316,0.3415,Positive
4,Positive,Positive,0.6369,0.3182,Positive
4,Positive,Negative,0.4404,-0.5423,Positive
4,Positive,Positive,0.6249,0.5859,Positive
2,Positive,Negative,0.9538,-0.5499,Positive
3,Positive,Positive,0.2724,0.5851,Positive
1,Positive,Positive,0.7579,0.1896,Positive
3,Positive,Positive,0.4404,0.1471,Positive
3,Positive,Negative,0.7003,-0.099,Positive
4,Positive,Negative,0.2263,-0.2584,Positive
4,Positive,Negative,0.5859,-0.296,Positive
5,Positive,Positive,0.3818,0.3818,Positive
4,Positive,Neutral,0.8126,0.0,Positive
4,Positive,Neutral,0.7845,0.0,Positive
4,Positive,Negative,0.7351,-0.3182,Positive
3,Positive,Negative,0.5574,-0.4215,Positive
4,Positive,Negative,0.957,-0.2732,Positive
3,Positive,Neutral,0.7964,0.0,Positive
5,Neutral,Neutral,0.0,0.0,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Neutral,0.9382,0.0,Positive
4,Positive,Neutral,0.34,0.0,Positive
5,Positive,Positive,0.9062,0.5806,Positive
5,Positive,Positive,0.9975,0.7159,Positive
2,Positive,Negative,0.872,-0.1027,Positive
1,Positive,Neutral,0.1139,0.0,Negative
3,Positive,Positive,0.8065,0.6067,Positive
3,Positive,Positive,0.891,0.3818,Positive
5,Positive,Positive,0.7096,0.4588,Positive
5,Positive,Positive,0.9941,0.4588,Positive
5,Positive,Positive,0.3818,0.4927,Positive
4,Positive,Positive,0.5106,0.1531,Positive
4,Positive,Negative,0.8655,-0.4767,Positive
4,Positive,Negative,0.8481,-0.5975,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Positive,0.7845,0.4404,Positive
5,Positive,Negative,0.6352,-0.296,Positive
5,Positive,Negative,0.3818,-0.7646,Positive
5,Positive,Neutral,0.7351,0.0,Positive
2,Positive,Negative,0.4404,-0.6466,Negative
5,Positive,Positive,0.8442,0.2023,Positive
4,Positive,Positive,0.6486,0.323,Positive
2,Positive,Positive,0.4404,0.0762,Negative
2,Positive,Negative,0.8689,-0.6008,Positive
3,Positive,Negative,0.6249,-0.3412,Positive
1,Positive,Negative,0.431,-0.7845,Negative
4,Positive,Negative,0.8885,-0.3612,Positive
4,Positive,Negative,0.8858,-0.5849,Positive
4,Positive,Positive,0.7003,0.296,Positive
5,Neutral,Positive,0.0,0.431,Positive
3,Positive,Positive,0.765,0.0516,Positive
3,Positive,Negative,0.9217,-0.6667,Positive
3,Negative,Neutral,-0.1027,0.0,Positive
5,Neutral,Positive,0.0,0.5574,Positive
3,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Positive,0.6249,0.4336,Positive
3,Positive,Negative,0.7717,-0.296,Positive
1,Neutral,Negative,0.0,-0.296,Negative
5,Positive,Neutral,0.5859,0.0,Positive
3,Positive,Negative,0.93,-0.5267,Positive
4,Positive,Negative,0.9179,-0.3612,Positive
3,Positive,Positive,0.7501,0.4019,Positive
4,Positive,Negative,0.7845,-0.296,Positive
3,Positive,Neutral,0.6369,0.0,Positive
