overall_rating,pros_sentiment,cons_sentiment,pros_sentiment_score,cons_sentiment_score,overall_sentiment
4,Positive,Negative,0.4753,-0.2023,Positive
4,Positive,Negative,0.9432,-0.8315,Positive
4,Positive,Positive,0.8126,0.0772,Positive
4,Positive,Positive,0.25,0.4927,Positive
3,Positive,Negative,0.7717,-0.4767,Positive
5,Positive,Positive,0.6369,0.0772,Positive
3,Positive,Negative,0.4404,-0.296,Positive
5,Negative,Positive,-0.1779,0.6369,Positive
4,Positive,Negative,0.902,-0.3612,Positive
4,Positive,Positive,0.6249,0.2235,Positive
4,Positive,Positive,0.5994,0.5122,Positive
5,Positive,Negative,0.4927,-0.5096,Neutral
3,Positive,Negative,0.7269,-0.1027,Positive
3,Positive,Negative,0.7579,-0.624,Negative
4,Positive,Neutral,0.3818,0.0,Positive
4,Positive,Neutral,0.4588,0.0,Positive
3,Positive,Neutral,0.872,0.0,Positive
5,Positive,Neutral,0.7579,0.0,Positive
3,Positive,Neutral,0.8074,0.0,Positive
4,Positive,Neutral,0.2249,0.0,Positive
3,Positive,Negative,0.8658,-0.296,Positive
3,Positive,Negative,0.7845,-0.1027,Positive
4,Positive,Negative,0.8625,-0.5096,Positive
2,Positive,Negative,0.9246,-0.5106,Positive
2,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.4404,-0.5216,Negative
5,Positive,Negative,0.9423,-0.5015,Positive
2,Positive,Neutral,0.6908,0.0,Positive
5,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Positive,0.9022,0.3832,Positive
4,Neutral,Negative,0.0,-0.25,Positive
4,Positive,Positive,0.3818,0.0516,Positive
4,Positive,Positive,0.8919,0.7227,Positive
5,Positive,Neutral,0.4939,0.0,Positive
5,Positive,Negative,0.4404,-0.3412,Positive
3,Positive,Negative,0.7717,-0.9277,Negative
1,Positive,Negative,0.2382,-0.3875,Negative
4,Positive,Negative,0.6908,-0.5106,Positive
5,Positive,Positive,0.8074,0.7441,Positive
5,Positive,Negative,0.9022,-0.589,Positive
5,Neutral,Neutral,0.0,0.0,Neutral
4,Negative,Neutral,-0.5283,0.0,Negative
3,Positive,Negative,0.8271,-0.9217,Negative
4,Positive,Negative,0.6249,-0.121,Positive
5,Positive,Negative,0.3818,-0.2263,Positive
3,Positive,Negative,0.7096,-0.0845,Positive
2,Positive,Negative,0.9058,-0.9099,Negative
4,Positive,Neutral,0.9169,0.0,Positive
4,Positive,Positive,0.5984,0.296,Positive
2,Neutral,Negative,0.0,-0.4023,Negative
4,Positive,Neutral,0.7778,0.0,Positive
5,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Neutral,0.4767,0.0,Positive
2,Positive,Negative,0.6249,-0.9821,Negative
4,Positive,Positive,0.8979,0.144,Positive
4,Positive,Neutral,0.4215,0.0,Positive
3,Positive,Negative,0.5106,-0.2755,Positive
4,Positive,Neutral,0.4404,0.0,Positive
2,Positive,Negative,0.6908,-0.8126,Negative
5,Positive,Positive,0.8934,0.6908,Positive
3,Positive,Positive,0.7351,0.2732,Positive
4,Positive,Negative,0.4404,-0.3612,Positive
5,Positive,Negative,0.9042,-0.3612,Positive
4,Positive,Neutral,0.6249,0.0,Positive
2,Neutral,Negative,0.0,-0.3182,Negative
2,Positive,Negative,0.5719,-0.7351,Negative
3,Positive,Positive,0.6597,0.4404,Positive
5,Positive,Positive,0.7906,0.4767,Positive
3,Positive,Negative,0.6249,-0.7845,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
3,Positive,Negative,0.4588,-0.4215,Positive
5,Positive,Neutral,0.7351,0.0,Positive
4,Positive,Negative,0.9169,-0.5423,Positive
1,Neutral,Negative,0.0,-0.9246,Negative
3,Positive,Neutral,0.5106,0.0,Positive
1,Positive,Positive,0.4767,0.1124,Negative
3,Positive,Neutral,0.4404,0.0,Positive
4,Neutral,Positive,0.0,0.3415,Positive
5,Positive,Positive,0.6908,0.4019,Positive
4,Neutral,Negative,0.0,-0.5106,Positive
5,Positive,Neutral,0.624,0.0,Positive
5,Positive,Neutral,0.765,0.0,Positive
4,Positive,Negative,0.7579,-0.1531,Positive
5,Positive,Positive,0.9042,0.855,Positive
4,Positive,Negative,0.6808,-0.34,Positive
4,Positive,Neutral,0.6369,0.0,Positive
3,Positive,Negative,0.6249,-0.5994,Positive
5,Positive,Positive,0.9618,0.704,Positive
4,Positive,Positive,0.8834,0.2023,Positive
5,Positive,Negative,0.9423,-0.4717,Positive
5,Positive,Positive,0.9871,0.7613,Positive
5,Positive,Positive,0.7178,0.27,Positive
5,Positive,Negative,0.8271,-0.2732,Positive
5,Neutral,Neutral,0.0,0.0,Positive
3,Positive,Positive,0.9507,0.802,Positive
2,Positive,Neutral,0.7425,0.0,Positive
4,Positive,Neutral,0.8793,0.0,Positive
5,Positive,Neutral,0.7269,0.0,Positive
4,Positive,Positive,0.3818,0.5994,Positive
4,Positive,Positive,0.9316,0.931,Positive
3,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.5719,-0.296,Positive
4,Positive,Negative,0.6908,-0.6124,Positive
5,Positive,Negative,0.9484,-0.7258,Positive
3,Positive,Positive,0.8126,0.4115,Positive
3,Positive,Negative,0.926,-0.5106,Positive
3,Positive,Neutral,0.7783,0.0,Positive
2,Positive,Neutral,0.4404,0.0,Positive
5,Neutral,Negative,0.0,-0.3987,Negative
3,Neutral,Negative,0.0,-0.25,Negative
4,Positive,Neutral,0.7506,-0.0276,Positive
4,Positive,Negative,0.2732,-0.466,Negative
2,Positive,Positive,0.7089,0.34,Positive
2,Neutral,Negative,0.0,-0.296,Positive
3,Neutral,Neutral,0.0,0.0,Neutral
4,Neutral,Negative,0.0,-0.2023,Negative
3,Positive,Positive,0.6369,0.5709,Positive
5,Positive,Negative,0.91,-0.296,Positive
1,Positive,Negative,0.4404,-0.5423,Negative
3,Positive,Neutral,0.9156,0.0,Positive
4,Positive,Negative,0.6124,-0.5106,Positive
5,Positive,Neutral,0.6808,0.0,Positive
5,Positive,Neutral,0.7783,0.0,Positive
5,Positive,Neutral,0.2732,0.0,Positive
4,Positive,Neutral,0.4404,0.0,Positive
3,Neutral,Negative,0.0,-0.2924,Positive
4,Neutral,Neutral,0.0,0.0,Positive
5,Positive,Neutral,0.6696,0.0,Positive
4,Positive,Positive,0.8674,0.8914,Positive
4,Positive,Positive,0.9633,0.8643,Positive
1,Positive,Positive,0.8625,0.9231,Positive
4,Positive,Negative,0.3818,-0.2263,Positive
3,Positive,Negative,0.836,-0.4939,Positive
4,Positive,Negative,0.9001,-0.25,Positive
2,Positive,Negative,0.5984,-0.5267,Positive
4,Positive,Negative,0.8176,-0.1531,Positive
5,Positive,Positive,0.765,0.5632,Positive
4,Positive,Positive,0.8519,0.2177,Positive
4,Positive,Negative,0.296,-0.128,Positive
2,Negative,Neutral,-0.3532,0.0,Negative
5,Positive,Negative,0.3818,-0.5423,Negative
3,Positive,Negative,0.6369,-0.5994,Positive
2,Positive,Negative,0.4754,-0.3304,Negative
5,Positive,Positive,0.4404,0.4588,Positive
4,Positive,Positive,0.6486,0.5267,Positive
3,Positive,Negative,0.5719,-0.2732,Positive
2,Positive,Neutral,0.765,0.0,Positive
3,Positive,Negative,0.8748,-0.6083,Positive
4,Positive,Positive,0.296,0.296,Positive
3,Positive,Neutral,0.4404,0.0,Positive
1,Negative,Negative,-0.1027,-0.8957,Negative
3,Positive,Positive,0.7003,0.4364,Positive
4,Positive,Positive,0.7717,0.3818,Positive
3,Positive,Negative,0.3612,-0.3182,Positive
3,Neutral,Neutral,0.0,0.0,Neutral
5,Positive,Negative,0.7351,-0.1779,Positive
5,Positive,Neutral,0.7906,0.0,Positive
4,Neutral,Positive,0.0,0.0772,Positive
5,Positive,Positive,0.4404,0.4404,Positive
4,Positive,Negative,0.8979,-0.2037,Positive
3,Positive,Positive,0.5423,0.6369,Positive
3,Positive,Neutral,0.4404,0.0,Positive
5,Positive,Positive,0.6808,0.6249,Positive
4,Positive,Neutral,0.8074,0.0,Positive
4,Positive,Negative,0.836,-0.5267,Positive
2,Positive,Positive,0.5627,0.7747,Positive
4,Positive,Neutral,0.967,-0.0263,Positive
4,Positive,Negative,0.7003,-0.2023,Positive
4,Positive,Negative,0.4404,-0.3818,Positive
4,Positive,Negative,0.5106,-0.2732,Positive
4,Positive,Negative,0.6369,-0.2263,Positive
4,Positive,Positive,0.7506,0.3197,Positive
1,Positive,Negative,0.2263,-0.3895,Negative
3,Positive,Negative,0.7003,-0.765,Positive
4,Positive,Positive,0.765,0.128,Positive
1,Positive,Negative,0.3818,-0.126,Positive
4,Positive,Negative,0.4703,-0.5209,Positive
3,Positive,Positive,0.4404,0.4939,Positive
3,Positive,Negative,0.9536,-0.4215,Positive
4,Positive,Negative,0.9682,-0.5423,Positive
5,Positive,Negative,0.8807,-0.3818,Positive
2,Negative,Negative,-0.5423,-0.8686,Negative
4,Positive,Neutral,0.8316,0.0,Positive
3,Positive,Positive,0.9152,0.3514,Positive
5,Positive,Neutral,0.7178,0.0,Positive
3,Positive,Negative,0.8807,-0.296,Positive
4,Positive,Neutral,0.6705,0.0,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Positive,0.8591,0.4497,Positive
5,Positive,Negative,0.2263,-0.1027,Positive
5,Positive,Neutral,0.6486,0.0,Positive
5,Positive,Negative,0.7964,-0.5859,Positive
5,Positive,Positive,0.9857,0.8533,Positive
5,Positive,Positive,0.9778,0.5706,Positive
5,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Neutral,0.4404,0.0,Positive
2,Positive,Neutral,0.9558,0.0,Positive
2,Positive,Positive,0.7269,0.6422,Positive
5,Positive,Neutral,0.8834,0.0,Positive
4,Positive,Negative,0.8987,-0.8221,Positive
3,Positive,Neutral,0.5859,0.0,Positive
5,Positive,Neutral,0.6597,0.0258,Positive
1,Positive,Positive,0.3818,0.6534,Positive
2,Neutral,Negative,0.0,-0.5984,Negative
4,Positive,Negative,0.4404,-0.5719,Positive
5,Positive,Neutral,0.7184,0.0,Positive
4,Positive,Positive,0.7778,0.069,Positive
3,Positive,Negative,0.5859,-0.6486,Negative
4,Positive,Positive,0.8101,0.3818,Positive
5,Positive,Negative,0.7003,-0.0953,Positive
4,Positive,Positive,0.5719,0.3612,Positive
3,Positive,Positive,0.3089,0.4939,Positive
3,Positive,Negative,0.836,-0.4874,Positive
3,Positive,Positive,0.7089,0.4404,Positive
3,Positive,Negative,0.7003,-0.7425,Negative
5,Positive,Positive,0.987,0.4404,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.8442,-0.5106,Positive
4,Positive,Neutral,0.5719,0.0,Positive
5,Positive,Negative,0.5106,-0.128,Positive
5,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Negative,0.5719,-0.25,Positive
4,Positive,Negative,0.3612,-0.1027,Positive
3,Neutral,Negative,0.0,-0.5267,Negative
4,Positive,Negative,0.6369,-0.5106,Positive
5,Positive,Negative,0.7717,-0.4944,Positive
2,Neutral,Negative,0.0,-0.516,Negative
4,Positive,Negative,0.8176,-0.3412,Positive
5,Positive,Negative,0.6588,-0.2057,Positive
2,Neutral,Positive,0.0,0.0516,Negative
2,Positive,Neutral,0.8658,0.0,Positive
5,Positive,Negative,0.7717,-0.7351,Positive
4,Positive,Neutral,0.7964,0.0,Positive
5,Positive,Neutral,0.9169,0.0,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
2,Positive,Neutral,0.4019,0.0,Positive
3,Positive,Neutral,0.2263,0.0,Positive
5,Positive,Neutral,0.7717,0.0,Positive
4,Positive,Neutral,0.3818,0.0,Positive
1,Positive,Positive,0.4404,0.1088,Neutral
1,Positive,Negative,0.6486,-0.8573,Negative
3,Neutral,Negative,0.0,-0.2023,Negative
1,Negative,Neutral,-0.5423,0.0,Negative
4,Positive,Neutral,0.2732,0.0,Positive
3,Positive,Negative,0.8957,-0.1638,Positive
2,Positive,Positive,0.8555,0.873,Positive
5,Positive,Negative,0.9231,-0.296,Positive
3,Positive,Positive,0.4404,0.3142,Positive
5,Negative,Negative,-0.296,-0.743,Negative
4,Positive,Positive,0.7717,0.2382,Positive
5,Positive,Negative,0.3612,-0.3412,Neutral
3,Positive,Negative,0.6249,-0.3612,Positive
1,Positive,Negative,0.4404,-0.2402,Positive
5,Positive,Positive,0.6249,0.4019,Positive
4,Positive,Positive,0.6249,0.3262,Positive
5,Positive,Neutral,0.9485,0.0,Positive
4,Positive,Negative,0.6369,-0.3089,Positive
4,Positive,Negative,0.6096,-0.2134,Positive
4,Positive,Neutral,0.6705,0.0,Positive
4,Positive,Positive,0.7778,0.7096,Positive
4,Positive,Negative,0.9393,-0.5618,Positive
5,Positive,Negative,0.9868,-0.5106,Positive
4,Positive,Neutral,0.4927,0.0,Positive
3,Positive,Neutral,0.2382,0.0,Positive
1,Negative,Positive,-0.6416,0.8957,Positive
4,Positive,Positive,0.8747,0.836,Positive
5,Positive,Positive,0.875,0.9001,Positive
2,Positive,Negative,0.2944,-0.7425,Negative
4,Positive,Neutral,0.8074,0.0,Positive
3,Positive,Negative,0.7351,-0.765,Negative
4,Positive,Positive,0.7003,0.4767,Positive
4,Positive,Neutral,0.9447,-0.0498,Positive
4,Positive,Neutral,0.7269,0.0,Positive
4,Neutral,Positive,0.0,0.4754,Positive
2,Positive,Negative,0.9022,-0.6024,Positive
2,Positive,Negative,0.4404,-0.4019,Negative
4,Positive,Positive,0.9153,0.0772,Positive
4,Positive,Neutral,0.7269,0.0,Positive
1,Positive,Negative,0.5106,-0.7824,Negative
4,Negative,Negative,-0.2263,-0.296,Negative
4,Positive,Neutral,0.7496,0.0485,Positive
1,Positive,Negative,0.6705,-0.296,Positive
4,Positive,Positive,0.9195,0.3096,Positive
4,Positive,Negative,0.8126,-0.1027,Positive
5,Positive,Neutral,0.7506,0.0,Positive
5,Positive,Negative,0.9531,-0.1027,Positive
3,Positive,Negative,0.8225,-0.1027,Positive
4,Positive,Negative,0.9153,-0.2755,Positive
2,Positive,Positive,0.34,0.25,Positive
3,Positive,Negative,0.4215,-0.4767,Positive
5,Positive,Positive,0.7269,0.0772,Positive
4,Positive,Negative,0.7506,-0.1027,Positive
3,Positive,Negative,0.7346,-0.3612,Positive
3,Positive,Negative,0.7269,-0.4526,Positive
2,Positive,Negative,0.7003,-0.389,Positive
4,Positive,Neutral,0.7845,0.0,Positive
4,Positive,Negative,0.4939,-0.2332,Positive
4,Positive,Negative,0.5994,-0.1761,Positive
5,Positive,Negative,0.9732,-0.3182,Positive
5,Positive,Negative,0.762,-0.3252,Positive
5,Positive,Negative,0.4927,-0.296,Positive
4,Positive,Positive,0.4767,0.3182,Positive
3,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Neutral,0.7003,0.0,Positive
4,Positive,Neutral,0.836,0.0,Positive
4,Positive,Positive,0.9325,0.5106,Positive
5,Positive,Neutral,0.7579,0.0,Positive
5,Positive,Negative,0.8481,-0.286,Positive
4,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Negative,0.4404,-0.3865,Positive
2,Positive,Negative,0.8316,-0.9074,Negative
4,Positive,Neutral,0.8591,0.0,Positive
2,Positive,Negative,0.8555,-0.4667,Positive
5,Neutral,Positive,0.0,0.781,Positive
4,Positive,Negative,0.8271,-0.4188,Positive
5,Positive,Positive,0.8074,0.7264,Positive
3,Positive,Positive,0.6486,0.3182,Positive
3,Positive,Negative,0.6597,-0.1506,Positive
4,Positive,Negative,0.9509,-0.1354,Positive
5,Positive,Neutral,0.8519,0.0,Positive
3,Positive,Neutral,0.5574,0.0,Positive
2,Positive,Negative,0.5563,-0.7548,Negative
4,Positive,Neutral,0.8481,0.0258,Positive
5,Neutral,Neutral,0.0,0.0,Positive
3,Positive,Positive,0.8271,0.4939,Positive
4,Positive,Neutral,0.7717,0.0,Positive
1,Neutral,Negative,0.0,-0.3983,Negative
5,Neutral,Positive,0.0,0.4019,Positive
5,Positive,Neutral,0.4404,0.0,Positive
3,Neutral,Negative,0.0,-0.8008,Negative
3,Neutral,Negative,0.0,-0.5849,Negative
4,Positive,Positive,0.9936,0.6937,Positive
3,Neutral,Neutral,0.0,0.0,Positive
4,Positive,Positive,0.4767,0.1779,Positive
4,Neutral,Negative,0.0,-0.2924,Negative
1,Negative,Negative,-0.3412,-0.6956,Negative
1,Positive,Negative,0.7184,-0.9886,Negative
5,Positive,Positive,0.6659,0.8268,Positive
3,Positive,Negative,0.6369,-0.296,Positive
2,Positive,Neutral,0.4697,0.0,Positive
5,Positive,Negative,0.7096,-0.0516,Positive
2,Positive,Negative,0.7506,-0.296,Positive
4,Positive,Negative,0.6249,-0.4023,Positive
3,Positive,Negative,0.875,-0.3182,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.8779,-0.5267,Positive
3,Positive,Positive,0.6908,0.128,Positive
4,Positive,Negative,0.5719,-0.2732,Positive
5,Positive,Positive,0.34,0.34,Positive
4,Neutral,Neutral,0.0,0.0,Positive
5,Positive,Positive,0.8707,0.6369,Positive
4,Positive,Positive,0.5994,0.4708,Positive
2,Positive,Negative,0.4215,-0.3818,Negative
1,Negative,Positive,-0.781,0.6956,Negative
2,Positive,Negative,0.7574,-0.2549,Positive
5,Positive,Neutral,0.8934,0.0,Positive
4,Negative,Positive,-0.228,0.5106,Positive
4,Positive,Neutral,0.6808,0.0,Positive
4,Positive,Negative,0.8625,-0.34,Positive
4,Positive,Negative,0.7717,-0.4767,Positive
4,Positive,Positive,0.0772,0.2484,Positive
3,Positive,Negative,0.8625,-0.7003,Positive
5,Positive,Negative,0.743,-0.4019,Positive
3,Positive,Negative,0.4939,-0.5859,Negative
5,Positive,Positive,0.6249,0.8402,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Positive,0.3818,0.2018,Positive
3,Positive,Negative,0.4404,-0.3412,Positive
4,Positive,Positive,0.9253,0.0772,Positive
3,Positive,Negative,0.7096,-0.5423,Positive
3,Positive,Negative,0.4404,-0.0535,Positive
5,Positive,Neutral,0.6249,0.0,Positive
5,Positive,Positive,0.7964,0.3818,Positive
4,Positive,Neutral,0.6855,0.0,Positive
4,Positive,Positive,0.4019,0.3818,Positive
5,Positive,Negative,0.7269,-0.2057,Positive
1,Neutral,Negative,0.0,-0.2924,Neutral
5,Neutral,Positive,0.0,0.1154,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Positive,0.3818,0.3612,Positive
5,Positive,Negative,0.3612,-0.3818,Neutral
4,Positive,Positive,0.7003,0.4939,Positive
5,Positive,Negative,0.4404,-0.2263,Positive
5,Positive,Negative,0.9337,-0.1027,Positive
5,Positive,Positive,0.9259,0.4926,Positive
4,Neutral,Positive,0.0,0.6444,Positive
3,Positive,Neutral,0.8779,0.0,Positive
4,Positive,Negative,0.7717,-0.296,Positive
2,Positive,Positive,0.4939,0.3859,Positive
5,Positive,Neutral,0.8625,0.0,Positive
5,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Negative,0.8402,-0.6369,Positive
3,Positive,Negative,0.7003,-0.4767,Positive
4,Positive,Negative,0.4019,-0.2732,Positive
5,Positive,Neutral,0.4391,0.0,Positive
5,Positive,Neutral,0.6369,0.0,Positive
4,Positive,Positive,0.8934,0.3262,Positive
3,Positive,Positive,0.8126,0.128,Positive
2,Neutral,Negative,0.0,-0.296,Negative
1,Positive,Positive,0.4404,0.5994,Positive
4,Negative,Negative,-0.296,-0.765,Negative
3,Positive,Positive,0.8074,0.0772,Positive
4,Positive,Negative,0.6908,-0.5719,Negative
2,Positive,Negative,0.5859,-0.3612,Positive
4,Positive,Neutral,0.788,0.0,Positive
4,Positive,Negative,0.6249,-0.3167,Positive
5,Negative,Negative,-0.5719,-0.5994,Negative
4,Positive,Neutral,0.4404,0.0,Positive
5,Positive,Positive,0.9337,0.8687,Positive
5,Positive,Neutral,0.8519,0.0,Positive
2,Positive,Negative,0.34,-0.4767,Neutral
4,Positive,Positive,0.4877,0.5616,Positive
3,Positive,Neutral,0.9153,0.0258,Positive
4,Positive,Negative,0.4019,-0.8618,Negative
3,Positive,Positive,0.2449,0.2718,Positive
1,Positive,Negative,0.7579,-0.1516,Positive
5,Neutral,Neutral,0.0,0.0,Neutral
5,Positive,Negative,0.5994,-0.5956,Neutral
4,Positive,Positive,0.91,0.3818,Positive
3,Positive,Negative,0.4404,-0.3182,Positive
2,Negative,Positive,-0.1027,0.8943,Positive
4,Positive,Neutral,0.8271,0.0,Positive
2,Positive,Neutral,0.6808,0.0,Positive
2,Positive,Negative,0.4404,-0.5693,Negative
4,Positive,Negative,0.776,-0.4019,Positive
1,Positive,Positive,0.8537,0.743,Positive
5,Positive,Neutral,0.7269,0.0,Positive
5,Positive,Positive,0.886,0.3818,Positive
4,Positive,Neutral,0.34,0.0,Positive
4,Positive,Negative,0.8807,-0.7452,Positive
1,Positive,Negative,0.4215,-0.7825,Negative
4,Positive,Neutral,0.6705,0.0,Positive
2,Positive,Negative,0.5106,-0.8049,Negative
2,Neutral,Negative,0.0,-0.4927,Negative
4,Positive,Positive,0.9694,0.6486,Positive
5,Negative,Positive,-0.1531,0.4404,Positive
3,Positive,Positive,0.4576,0.7147,Positive
1,Positive,Positive,0.8074,0.3612,Positive
5,Positive,Positive,0.9962,0.7776,Positive
4,Positive,Negative,0.4939,-0.2315,Positive
4,Positive,Neutral,0.6486,0.0,Positive
3,Positive,Neutral,0.3818,0.0,Positive
4,Positive,Neutral,0.9062,0.0,Positive
4,Positive,Neutral,0.9136,0.0,Positive
4,Positive,Negative,0.4588,-0.34,Positive
5,Positive,Negative,0.9829,-0.6193,Positive
3,Positive,Negative,0.9793,-0.8274,Positive
5,Positive,Neutral,0.4939,0.0,Positive
5,Positive,Positive,0.765,0.3818,Positive
3,Positive,Negative,0.8268,-0.1335,Positive
5,Positive,Positive,0.6249,0.4754,Positive
2,Positive,Negative,0.9349,-0.6647,Positive
5,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Positive,0.4404,0.2263,Positive
5,Positive,Positive,0.875,0.4588,Positive
5,Positive,Positive,0.743,0.4215,Positive
5,Positive,Negative,0.9168,-0.296,Positive
1,Positive,Negative,0.1779,-0.7555,Negative
5,Positive,Positive,0.6369,0.4588,Positive
4,Positive,Positive,0.875,0.8201,Positive
4,Neutral,Negative,0.0,-0.4588,Negative
5,Positive,Neutral,0.8957,0.0,Positive
5,Positive,Neutral,0.915,0.0,Positive
2,Neutral,Negative,0.0,-0.1027,Negative
4,Positive,Positive,0.9348,0.4404,Positive
3,Positive,Neutral,0.7351,0.0,Positive
4,Positive,Negative,0.7717,-0.4015,Positive
4,Positive,Negative,0.743,-0.128,Positive
5,Positive,Positive,0.9524,0.8294,Positive
4,Positive,Positive,0.9468,0.1758,Positive
5,Positive,Negative,0.4927,-0.296,Positive
4,Positive,Negative,0.3612,-0.1901,Neutral
5,Positive,Neutral,0.836,0.0,Positive
4,Positive,Negative,0.9246,-0.8658,Positive
4,Positive,Negative,0.9081,-0.1027,Positive
4,Positive,Neutral,0.7003,0.0,Positive
4,Positive,Positive,0.8925,0.1779,Positive
4,Positive,Neutral,0.5542,0.0,Positive
2,Positive,Negative,0.8555,-0.9701,Negative
5,Positive,Neutral,0.9136,0.0,Positive
3,Positive,Positive,0.9001,0.1154,Positive
5,Positive,Neutral,0.8519,0.0,Positive
4,Positive,Negative,0.765,-0.6124,Positive
4,Positive,Neutral,0.4364,0.0,Positive
3,Positive,Neutral,0.8074,0.0,Positive
3,Positive,Negative,0.6249,-0.128,Positive
3,Positive,Negative,0.4404,-0.5267,Positive
1,Neutral,Negative,0.0,-0.296,Negative
5,Positive,Positive,0.7003,0.5157,Positive
5,Positive,Neutral,0.7506,0.0,Positive
2,Positive,Negative,0.4404,-0.9178,Negative
5,Positive,Positive,0.7351,0.3818,Positive
4,Positive,Positive,0.8357,0.0946,Positive
3,Positive,Negative,0.7269,-0.2924,Positive
3,Positive,Positive,0.6369,0.3818,Positive
3,Neutral,Negative,0.0,-0.4927,Negative
5,Positive,Neutral,0.3612,0.0,Positive
4,Neutral,Positive,0.0,0.8126,Positive
5,Positive,Positive,0.3612,0.4588,Positive
5,Positive,Neutral,0.8588,0.0,Positive
5,Positive,Neutral,0.6369,0.0,Positive
2,Positive,Negative,0.872,-0.8376,Negative
3,Positive,Negative,0.657,-0.3916,Positive
4,Positive,Neutral,0.5657,0.0,Positive
4,Neutral,Negative,0.0,-0.4215,Negative
4,Positive,Negative,0.6597,-0.802,Negative
5,Positive,Neutral,0.7789,0.0,Positive
5,Positive,Neutral,0.9325,0.0,Positive
4,Positive,Positive,0.6096,0.7845,Positive
2,Positive,Negative,0.6705,-0.3182,Positive
5,Positive,Negative,0.8384,-0.25,Positive
5,Positive,Positive,0.6249,0.4588,Positive
3,Positive,Positive,0.7003,0.128,Positive
3,Positive,Negative,0.2732,-0.5719,Negative
3,Positive,Positive,0.3612,0.3612,Positive
4,Positive,Positive,0.7506,0.3612,Positive
1,Negative,Negative,-0.296,-0.1285,Negative
3,Positive,Neutral,0.6124,-0.0352,Positive
4,Positive,Neutral,0.9118,0.0,Positive
3,Positive,Negative,0.743,-0.1027,Positive
5,Positive,Neutral,0.296,0.0,Positive
4,Positive,Positive,0.4939,0.5709,Positive
4,Positive,Negative,0.9062,-0.5256,Positive
4,Neutral,Positive,0.0,0.431,Positive
2,Positive,Positive,0.5423,0.4411,Positive
4,Positive,Positive,0.992,0.6403,Positive
5,Positive,Negative,0.8442,-0.5719,Positive
5,Positive,Negative,0.3612,-0.5096,Positive
1,Positive,Negative,0.8225,-0.6077,Positive
3,Positive,Negative,0.6369,-0.2263,Positive
1,Positive,Neutral,0.6705,0.0,Negative
4,Positive,Neutral,0.9255,0.0,Positive
4,Positive,Negative,0.3612,-0.5719,Negative
4,Positive,Negative,0.9259,-0.3802,Positive
4,Positive,Neutral,0.8885,0.0,Positive
1,Positive,Negative,0.5859,-0.9786,Negative
4,Positive,Neutral,0.3818,0.0,Positive
4,Positive,Negative,0.9201,-0.1126,Positive
5,Neutral,Neutral,0.0,0.0,Neutral
4,Positive,Positive,0.9517,0.5635,Positive
3,Positive,Positive,0.9168,0.4201,Positive
4,Positive,Neutral,0.3818,0.0,Positive
3,Positive,Positive,0.2023,0.5574,Positive
2,Neutral,Negative,0.0,-0.7351,Negative
5,Positive,Neutral,0.6124,0.0,Positive
4,Positive,Neutral,0.5095,0.0,Positive
2,Positive,Neutral,0.34,-0.0369,Positive
3,Positive,Negative,0.6249,-0.5628,Positive
4,Positive,Positive,0.6705,0.0516,Positive
4,Positive,Positive,0.9846,0.8144,Positive
5,Positive,Negative,0.7845,-0.6808,Positive
3,Negative,Neutral,-0.1027,0.0,Negative
5,Positive,Positive,0.699,0.457,Positive
3,Positive,Positive,0.4404,0.2944,Positive
1,Positive,Positive,0.8479,0.6362,Positive
5,Positive,Negative,0.4404,-0.296,Positive
3,Positive,Negative,0.7506,-0.296,Positive
3,Neutral,Negative,0.0,-0.4019,Negative
3,Positive,Negative,0.7003,-0.7003,Negative
1,Positive,Neutral,0.3724,0.0382,Negative
5,Positive,Negative,0.7755,-0.4939,Positive
5,Positive,Negative,0.4404,-0.296,Positive
3,Positive,Negative,0.5574,-0.34,Positive
4,Positive,Neutral,0.552,0.0,Positive
4,Positive,Positive,0.9552,0.3274,Positive
4,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Negative,0.2023,-0.3875,Positive
3,Positive,Negative,0.3818,-0.7033,Negative
5,Positive,Neutral,0.6894,0.0,Positive
3,Positive,Positive,0.4404,0.0992,Positive
4,Positive,Neutral,0.836,0.0,Positive
5,Positive,Neutral,0.6705,0.0,Positive
4,Positive,Neutral,0.7717,0.0,Positive
